retailer_name,onboarding_date,onboarding_status,area_classification,zone_name,city_name,latitude,longitude
"D4611* DEL-ROHINI SECTOR 15","2023-09-04 12:15:14.123420",Active,NCR-ON-MT,NCR,Delhi,28.4461662,77.0437102
"D4612* DEL-ROHINI SECTOR 3","2023-09-04 12:17:08.877901",Active,NCR-ON-MT,NCR,Delhi,28.4394375,77.0449215
"D4613* DEL-Kalkaji","2023-09-04 12:18:57.983884",Active,NCR-ON-MT,NCR,Delhi,28.4192831,77.0385347
"D4614* AAyan Kwik Mart","2023-09-04 12:19:20.627477",Active,Delhi-GT,NCR,Delhi,28.6829436,77.3245232
"D4615* DEL-NEW FRNDS COLONY","2023-09-04 12:20:46.094483",Active,NCR-ON-MT,NCR,Delhi,28.4394375,77.0449215
"D4616* DEL-RK PURAM","2023-09-04 12:23:50.644473",Active,NCR-ON-MT,NCR,Delhi,28.4394375,77.0449215
"G3023* MEDANTA HOSPITAL","2023-09-05 06:42:48.510836",Active,NCR-UB,NCR,Gurgaon,28.42624,77.33248
"D4617* Nikhil egg dwarka sec-7","2023-09-05 07:26:02.038842",Active,Delhi-GT,NCR,Delhi,28.5849042,77.0697153
"N4876* Prabhat mini mart","2023-09-05 08:53:34.240643",Active,Noida-GT,NCR,Noida,28.5934042,77.3808483
"D4618* Annapurna Bakery","2023-09-05 10:25:55.764778",Active,Delhi-GT,NCR,Delhi,28.6309492,77.3059063
"D4619* Vinay egg merra bagh","2023-09-05 10:27:00.357022",Active,Delhi-GT,NCR,Delhi,28.664895,77.0656232
"D4620* Jai Mata di Asiayard","2023-09-05 10:54:12.175845",Active,Delhi-GT,NCR,Delhi,28.5486267,77.2211564
"D4621* Mother dairy Asiayard","2023-09-05 11:21:26.795390",Active,Delhi-GT,NCR,Delhi,28.5467185,77.2162761
"G3024* Vishnu Grocery Mart","2023-09-05 11:33:19.993679",Active,Gurgaon-GT,NCR,Gurgaon,28.4592527,77.0977944
"G3025* Alka general store","2023-09-05 12:05:45.154013",Active,Gurgaon-GT,NCR,Gurgaon,28.4911749,77.0911314
"N4878* NOD-Sector 117 Noida","2023-09-05 12:20:02.543317",Active,NCR-ON-MT,NCR,Noida,28.3803648,77.3619712
"G3026* Your daily needs","2023-09-05 12:52:55.425312",Active,Gurgaon-GT,NCR,Gurgaon,28.4420624,77.0983641
"N4879* NOD-SECTOR 142 NOIDA","2023-09-05 13:04:05.782768",Active,NCR-ON-MT,NCR,Noida,28.4192831,77.0385347
"N4880* NOD- Sector 73 Network","2023-09-05 13:06:14.078152",Active,NCR-ON-MT,NCR,Noida,28.3803648,77.3619712
"H5556* GZB- Nyay Khand","2023-09-05 13:08:37.672166",Active,NCR-ON-MT,NCR,Ghaziabad,28.3803648,77.3619712
"H5557* GZB-Sahibabad","2023-09-05 13:11:38.152091",Active,NCR-ON-MT,NCR,Ghaziabad,28.3803648,77.3619712
"H5558* GZB- Raj nagar extension network","2023-09-05 13:14:50.525416",Active,NCR-ON-MT,NCR,Ghaziabad,28.3803648,77.3619712
"G3027* Super choice","2023-09-05 13:15:07.751786",Active,Gurgaon-GT,NCR,Gurgaon,28.4497639,77.0926572
"G3028* GGN-Sector-66","2023-09-05 13:16:56.940038",Active,NCR-ON-MT,NCR,Gurgaon,28.3803648,77.3619712
"G3029* GGN-Sector 71","2023-09-05 13:19:06.062176",Active,NCR-ON-MT,NCR,Gurgaon,28.3803648,77.3619712
"D4623* Naveen store","2023-09-05 13:19:41.118641",Active,Delhi-GT,NCR,Delhi,28.5868802,77.034426
"G3030* GGN-SECTOR 51","2023-09-05 13:21:21.437211",Active,NCR-ON-MT,NCR,Gurgaon,28.3803648,77.3619712
"G3031* Your daily need 52","2023-09-05 13:36:13.677171",Active,Gurgaon-GT,NCR,Gurgaon,28.4442305,77.0767378
"G3032* Vita dairy phase 4","2023-09-06 05:29:08.605459",Active,Gurgaon-GT,NCR,Gurgaon,28.467817,77.0795834
"F3227* GURU NANAK DRY FRUIT & GROCERY","2023-09-06 06:21:52.972682",Active,Gurgaon-GT,NCR,Faridabad,28.4188472,77.3559887
"D4624* ISHWAR CONFERENCERY DEVLI","2023-09-06 06:47:48.668594",Active,Delhi-GT,NCR,Delhi,28.5056362,77.2322189
"N4881* Green chick chop","2023-09-06 07:09:52.052059",Active,Noida-GT,NCR,Noida,28.5849378,77.3990696
"D4625* Arman farm fresh eggs ","2023-09-06 07:23:41.712715",Active,Delhi-GT,NCR,Delhi,28.7096162,77.1055219
"N4882* Mandi house","2023-09-06 07:48:37.532624",Active,Noida-GT,NCR,Noida,28.5663618,77.3823448
"G3033* Dayal Dairy","2023-09-06 08:14:53.082282",Active,Gurgaon-GT,NCR,Gurgaon,28.429382921515888,77.09445690884347
"D4627* GODFREY PHILLIPS INDIA LTD (EAST OF KAILASH)","2023-09-06 08:21:25.924971",Active,NCR-OF-MT,NCR,Delhi,28.5912,77.224
"G3034* Shree shyam general store","2023-09-06 08:25:15.344986",Active,Gurgaon-GT,NCR,Gurgaon,28.426766799684565,77.09474981104312
"D4628* GODFREY PHILLIPS INDIA LTD (MAHIPALPUR)","2023-09-06 08:28:31.177663",Active,NCR-OF-MT,NCR,Delhi,28.5912,77.224
"D4629* Gola fresh vegetables","2023-09-06 08:29:43.171804",Active,Delhi-GT,NCR,Delhi,28.6780009,77.3093212
"D4630* Farm store Sainik from","2023-09-06 08:34:15.939014",Active,Delhi-GT,NCR,Delhi,28.5080417,77.2142291
"G3036* Bala ji store","2023-09-06 09:58:58.417090",Active,Gurgaon-GT,NCR,Gurgaon,28.42488734657307,77.08769336432637
"D4632* Arun Genral store","2023-09-06 11:40:29.910458",Active,Delhi-GT,NCR,Delhi,28.6770934,77.3118558
"G3037* JS Enterprises ","2023-09-06 12:06:03.163378",Active,Gurgaon-GT,NCR,Gurgaon,28.5272257,77.1137643
"D4633* Gulati bekars","2023-09-06 13:47:36.191046",Active,Delhi-GT,NCR,Delhi,28.6696417,77.1422784
"H5559* Verma  General store","2023-09-07 06:01:13.431205",Active,Noida-GT,NCR,Ghaziabad,28.6871187,77.3423102
"D4634* The New Shop kesav puram","2023-09-07 06:17:11.379548",Active,Delhi-GT,NCR,Delhi,28.6844717,77.1561161
"H5560* Krishna supermart","2023-09-07 06:17:56.886747",Active,Noida-GT,NCR,Ghaziabad,28.6891988,77.3446136
"D4635* Om Atta Chakki","2023-09-07 06:31:05.966425",Active,Delhi-GT,NCR,Delhi,28.6893154,77.1586049
"F3228* OM SAI DEPARTMENTAL STORE","2023-09-07 07:12:03.449476",Active,Gurgaon-GT,NCR,Faridabad,28.3952989,77.322165
"H5561* Modern super store","2023-09-07 07:33:22.798601",Active,Noida-GT,NCR,Ghaziabad,28.7008118,77.4282716
"G3038* Mother dairy 905","2023-09-07 08:03:44.125344",Active,Gurgaon-GT,NCR,Gurgaon,28.4603717,77.0845544
"F3229* SHOP EXPRESS","2023-09-07 08:14:20.198831",Active,Gurgaon-GT,NCR,Faridabad,28.3694454,77.3288861
"G3039* New super bakery","2023-09-07 09:00:30.784119",Active,Gurgaon-GT,NCR,Gurgaon,28.46656726484494,77.0175892212103
"D4637* Maruti store nfc","2023-09-07 09:14:27.446040",Active,Delhi-GT,NCR,Delhi,28.5662419,77.2708655
"F3230* BANSAL CONSUMER STORE","2023-09-07 09:21:05.783132",Active,Gurgaon-GT,NCR,Faridabad,28.4080251,77.3381831
"D4638* Tmacc store","2023-09-07 09:25:49.468380",Active,Delhi-GT,NCR,Delhi,28.566274,77.2708931
"D4639* Saini Store NFC","2023-09-07 09:40:16.323553",Active,Delhi-GT,NCR,Delhi,28.5663334,77.2709406
"N4883* NOD-SECTOR 73 NOIDA","2023-09-08 06:44:25.315087",Active,NCR-ON-MT,NCR,Noida,28.4295168,77.0113536
"N4884* NOD- Jalvayu Vihar","2023-09-08 06:47:55.572478",Active,NCR-ON-MT,NCR,Noida,28.4295168,77.0113536
"G3041* GGN-Palam Vihar","2023-09-08 06:50:59.925384",Active,NCR-ON-MT,NCR,Gurgaon,28.4295168,77.0113536
"D4640* Jagat store near kerla","2023-09-08 07:15:58.545073",Active,Delhi-GT,NCR,Delhi,28.5339609,77.2301908
"F3231* MARENGO QRG HOSPITAL","2023-09-08 09:26:12.726632",Active,NCR-UB,NCR,Faridabad,26.8959744,75.7858304
"D4641* DEL-MAYUR VIHAR","2023-09-08 11:32:40.529211",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"N4885* NOD-SECTOR 46 NOIDA","2023-09-08 11:36:46.203891",Active,NCR-ON-MT,NCR,Noida,28.4688384,77.0506752
"N4886* NOD- Sector 116","2023-09-08 11:41:25.330263",Active,NCR-ON-MT,NCR,Noida,28.4688384,77.0506752
"N4887* NOD- Sector 135","2023-09-08 11:43:06.105692",Active,NCR-ON-MT,NCR,Noida,28.4688384,77.0506752
"D4642* DEL-Sector 10 Dwarka","2023-09-08 11:45:13.902460",Active,NCR-ON-MT,NCR,Delhi,28.4192926,77.0385056
"D4643* DEL-VIKASPURI","2023-09-08 11:47:33.077921",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"D4644* DEL-Nangloi","2023-09-08 11:49:10.649283",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"D4645* DEL-KAROL BAGH","2023-09-08 11:51:21.283368",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"D4646* DEL-MODEL TOWN","2023-09-08 11:55:24.504339",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"D4647* Healthy meat shop","2023-09-08 11:59:18.800508",Active,Delhi-GT,NCR,Delhi,28.6201427,77.2833828
"G3042* GGN-ARDEE CITY","2023-09-08 12:14:17.703283",Active,NCR-ON-MT,NCR,Gurgaon,28.4688384,77.0506752
"G3043* GGN-SECTOR 39 NEW","2023-09-08 12:18:38.267934",Active,NCR-ON-MT,NCR,Gurgaon,28.4688384,77.0506752
"G3044* GGN-SECTOR 41","2023-09-08 12:22:42.823890",Active,NCR-ON-MT,NCR,Gurgaon,28.4688384,77.0506752
"G3045* GGN- Sector 82","2023-09-08 12:24:29.178767",Active,NCR-ON-MT,NCR,Gurgaon,28.4192831,77.0385347
"D4649* DEL-MALVIYA NAGAR","2023-09-08 12:29:07.076833",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"D4650* DEL-VASANT KUNJ","2023-09-08 12:31:04.613120",Active,NCR-ON-MT,NCR,Delhi,28.4688384,77.0506752
"H5562* GZB-RAJ NAGAR","2023-09-08 12:33:07.899107",Active,NCR-ON-MT,NCR,Ghaziabad,28.4688384,77.0506752
"H5563* GZB-GAUR CITY","2023-09-08 12:35:24.842857",Active,NCR-ON-MT,NCR,Ghaziabad,28.4333183,77.0449214
"H5564* Sharma general store","2023-09-09 04:58:43.394888",Active,Noida-GT,NCR,Ghaziabad,28.6645866,77.3262107
"H5565* Kisaan haat","2023-09-09 05:44:57.042674",Active,Noida-GT,NCR,Ghaziabad,28.6599354,77.3236534
"G3046* Essential 24","2023-09-09 07:39:13.947143",Active,Gurgaon-GT,NCR,Gurgaon,28.467071363842503,77.02064358576186
"G3047* Pahuja Super store","2023-09-09 09:03:59.468822",Active,Gurgaon-GT,NCR,Gurgaon,28.480255770757132,77.02063856457913
"G3048* Singh’s Dairy","2023-09-09 09:17:46.009686",Active,Gurgaon-GT,NCR,Gurgaon,28.480103753341265,77.02030568918141
"D4651* Grocery mart","2023-09-09 09:59:24.702103",Active,Delhi-GT,NCR,Delhi,28.6201023,77.28341
"D4652* New ahuja store","2023-09-09 14:34:53.626488",Active,Delhi-GT,NCR,Delhi,28.649167,77.1171908
"D4653* Aggarwal Store","2023-09-09 14:38:38.115446",Active,Delhi-GT,NCR,Delhi,28.6649299,77.1482127
"N4888* Eatery 360","2023-09-11 07:00:31.533782",Active,Noida-GT,NCR,Noida,28.5706024,77.3864586
"D4655* Gupta egg store (mandawali)","2023-09-11 08:29:54.419729",Active,Delhi-GT,NCR,Delhi,28.6280458,77.3013993
"D4656* Mamta Dairy","2023-09-11 09:33:00.233669",Active,Delhi-GT,NCR,Delhi,28.6293784,77.3071054
"D4657* Dms kailash colony","2023-09-11 09:55:28.014715",Active,Delhi-GT,NCR,Delhi,28.5536701,77.2409226
"D4658* Corner mart","2023-09-11 09:57:36.380051",Active,Delhi-GT,NCR,Delhi,28.6298462,77.3087251
"H5566* Daykart retail private limited","2023-09-12 06:36:53.009635",Active,Noida-GT,NCR,Ghaziabad,28.6598005,77.4733794
"N4889* Daily value","2023-09-12 06:54:51.221459",Active,Noida-GT,NCR,Noida,28.6104323,77.453016
"N4890* Dheeraj Fruits","2023-09-12 07:36:52.302420",Active,Noida-GT,NCR,Noida,28.6092354,77.4548513
"H5567* DC Egg Store (Kanawani)","2023-09-12 07:37:14.046182",Active,Noida-GT,NCR,Ghaziabad,28.6517785,77.3875754
"N4891* Baba pan & Grosery","2023-09-12 08:21:02.660586",Active,Noida-GT,NCR,Noida,28.6095957,77.4555499
"H5568* Eggs mart (indirapuram)","2023-09-12 08:46:02.369165",Active,Noida-GT,NCR,Ghaziabad,28.6407731,77.382227
"D4663* Malik store","2023-09-12 08:48:00.774135",Active,Delhi-GT,NCR,Delhi,28.5609249,77.15966
"D4664* MB STORE BLOCK VV","2023-09-12 10:37:29.734491",Active,Delhi-GT,NCR,Delhi,28.6139391,77.2090212
"N4892* Shri mega Mart","2023-09-13 05:53:54.498725",Active,Noida-GT,NCR,Noida,28.6057036,77.4491242
"H5569* Ravi departmental stores","2023-09-13 07:04:55.334715",Active,Noida-GT,NCR,Ghaziabad,28.6396632,77.3732289
"H5570* Radhika enterprises","2023-09-13 07:37:00.823952",Active,Noida-GT,NCR,Ghaziabad,28.6368541,77.3660535
"G3052* Mohan fresh super mart","2023-09-13 09:00:51.227192",Active,Gurgaon-GT,NCR,Gurgaon,28.497656862851557,76.9953990347838
"G3053* Safal mandi","2023-09-13 09:26:59.121864",Active,Gurgaon-GT,NCR,Gurgaon,28.47019070374687,76.97161343654217
"D4666* Om Departmental store","2023-09-13 11:16:14.750669",Active,Delhi-GT,NCR,Delhi,28.6088379,77.2901102
"N4894* Choudhary super Mart","2023-09-13 11:17:10.466951",Active,Noida-GT,NCR,Noida,28.6081455,77.4455494
"G3055* Flipkart Sonipath","2023-09-13 11:30:31.233457",Active,NCR-ON-MT,NCR,Gurgaon,28.4229632,77.2931584
"D4667* Mehak enterprises ","2023-09-13 11:33:14.062490",Active,Delhi-GT,NCR,Delhi,28.7321022,77.087619
"D4668* DEEPAK STORE","2023-09-13 11:33:51.709017",Active,Delhi-GT,NCR,Delhi,28.492862,77.1804617
"D4669* MINI MART GROCER","2023-09-13 11:37:27.554334",Active,Delhi-GT,NCR,Delhi,28.4922732,77.1804416
"D4670* Pal Bakery & confectionery","2023-09-14 05:45:44.879065",Active,Delhi-GT,NCR,Delhi,28.5699008,77.2675227
"D4671* Kumar store","2023-09-14 06:38:41.611770",Active,Delhi-GT,NCR,Delhi,28.5663448,77.2701805
"N4896* Needzveg","2023-09-14 06:52:15.427376",Active,Noida-GT,NCR,Noida,28.5450817,77.3695318
"H5571* Nagpal store","2023-09-14 07:11:33.565977",Active,Noida-GT,NCR,Ghaziabad,28.6633504,77.377063
"N4897* Annapurna departmental store","2023-09-14 07:43:11.717103",Active,Noida-GT,NCR,Noida,28.6194529,77.4261432
"G3056* Jay shree departmental store","2023-09-14 09:23:47.147540",Active,Gurgaon-GT,NCR,Gurgaon,28.475505118035258,77.00920059389766
"G3057* Shri balaji general store","2023-09-14 10:03:56.210483",Active,Gurgaon-GT,NCR,Gurgaon,28.4217432,77.1077369
"G3058* GGN-UDYOG VIHAR","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3059* GGN-Sector-12 New","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3060* GGN- Sector 24","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3061* GGN-Sector 104","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"D4672* DEL-SOUTH EXTENSION","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"H5572* GZB-INDIRAPURAM","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Ghaziabad,NULL,NULL
"H5573* GZB-RAJNAGAR EXTN","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Ghaziabad,NULL,NULL
"D4673* DEL-PASCHIM VIHAR","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"G3062* GGN-SECTOR 49","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"N4898* NOD_SECTOR 63 NOIDA","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Noida,NULL,NULL
"N4899* NOD- SECTOR 93","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Noida,NULL,NULL
"N4900* NOD- Omicron","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Noida,NULL,NULL
"F3232* Fbd-Sector 21","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Faridabad,NULL,NULL
"D4674* DEL-KIRTI NAGAR","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D4675* DEL-Dwarka Sector-12","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D4676* DEL-IP EXTENSION","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D4677* DEL-DILSHAD GARDEN","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D4678* DEL-ANAND VIHAR","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"G3063* GGN- Sector 28","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3064* GGN- Hayatpur","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"D4679* DEL- Vasant Kunj 2","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D4680* DEL-Malviya Nagar Network","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"H5574* GZB-VAISHALI","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Ghaziabad,NULL,NULL
"G3065* GGN-Sector 27","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3066* GGN-SUN CITY","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G3067* GGN-SECTOR 53","2023-09-13 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"D4681* Mother Dairy 15528","2023-09-15 06:12:39.599955",Active,Delhi-GT,NCR,Delhi,28.7620988,77.0893967
"N4902* Green valley mart","2023-09-15 06:20:25.615090",Active,Noida-GT,NCR,Noida,28.5768067,77.3927304
"N4903* Sunshine Mart","2023-09-15 06:42:22.218741",Active,Noida-GT,NCR,Noida,28.6196273,77.4261234
"D4683* Shri Krishna Store","2023-09-15 06:59:13.163596",Active,Delhi-GT,NCR,Delhi,28.7553545,77.1020281
"N4904* 9 to 11 naya Bazar","2023-09-15 07:16:30.484916",Active,Noida-GT,NCR,Noida,28.6204808,77.4225888
"D4684* Narang store","2023-09-15 08:09:47.679738",Active,Delhi-GT,NCR,Delhi,28.5592463,77.2568376
"D4685* JHA DEPARTMENTAL","2023-09-15 08:12:10.441380",Active,Delhi-GT,NCR,Delhi,28.5592461,77.2569998
"D4686* Arora egg keshopur","2023-09-15 09:04:06.384206",Active,Delhi-GT,NCR,Delhi,28.64873,77.0935117
"D4687* Reliance smart point (Nathu colony Delhi)","2023-09-15 10:42:14.070046",Active,NCR-OF-MT,NCR,Delhi,28.468999,77.3006711
"G3068* SAGAR ENTERPRISES","2023-09-15 10:52:01.679610",Active,Gurgaon-GT,NCR,Gurgaon,28.4802331,77.0037461
"D4688* Del- Neb Sarai","2023-09-15 11:48:27.841416",Active,NCR-ON-MT,NCR,Delhi,28.4180814,77.0506896
"D4689* The super Residency","2023-09-16 07:32:51.312363",Active,Delhi-GT,NCR,Delhi,28.5898224,77.2450288
"D4690* Khushal store","2023-09-16 08:00:27.869981",Active,Delhi-GT,NCR,Delhi,28.5895531,77.2453469
"D4692* No. 1 kirana Bazaar","2023-09-16 10:19:42.477817",Active,Delhi-GT,NCR,Delhi,28.5852577,77.2487771
"D4694* Home Needs Super market","2023-09-18 07:25:44.598447",Active,Delhi-GT,NCR,Delhi,28.6080997,77.2925925
"D4697* DEL-RAJOURI GARDEN NEW","2023-09-18 11:26:16.352739",Active,NCR-ON-MT,NCR,Delhi,28.4461387,77.0435407
"D4698* Durga atta chakki","2023-09-18 11:31:11.919289",Active,Delhi-GT,NCR,Delhi,28.7308781,77.0883636
"D4699* Panday di hatti","2023-09-18 11:44:31.411878",Active,Delhi-GT,NCR,Delhi,28.7282503,77.0847409
"D4700* Tasty pastry department store","2023-09-18 11:50:52.006056",Active,Delhi-GT,NCR,Delhi,28.7278568,77.0849018
"G3070* GGN-SECTOR 38","2023-09-18 11:57:52.108055",Active,NCR-ON-MT,NCR,Gurgaon,28.4721152,77.0637824
"N4905* NOD-SECTOR 10 NOIDA","2023-09-18 12:00:37.676083",Active,NCR-ON-MT,NCR,Noida,28.4721152,77.0637824
"N4906* NOD-Noida Extension","2023-09-18 12:07:54.155968",Active,NCR-ON-MT,NCR,Noida,28.4459812,77.0434709
"D4701* Del- Dwarka Sector 19","2023-09-18 12:09:53.499968",Active,NCR-ON-MT,NCR,Delhi,28.4459812,77.0434709
"N4907* NOD- Bisrakh","2023-09-18 12:11:35.600696",Active,NCR-ON-MT,NCR,Noida,28.4622848,77.0473984
"H5575* PYD RETAIL PRIVATE LIMITED GDA Market Vaishali_1386450_Instamart","2023-09-18 13:12:21.023748",Active,NCR-ON-MT,NCR,Ghaziabad,28.4622848,77.0473984
"G3072* PYD RETAIL PRIVATE LIMITED Samaspur_1385646_Instamart","2023-09-19 03:56:50.383123",Active,NCR-ON-MT,NCR,Gurgaon,28.4459812,77.0435438
"D4702* Mannu general store","2023-09-19 08:58:19.558504",Active,Delhi-GT,NCR,Delhi,28.5567776,77.272835
"G3073* Harshiv store","2023-09-19 09:37:19.051398",Active,Gurgaon-GT,NCR,Gurgaon,28.405085527155485,76.92641504843952
"G3074* Grow more super mart","2023-09-19 09:52:14.873975",Active,Gurgaon-GT,NCR,Gurgaon,28.40497,76.92614
"G3075* Quality fresh kisaan mandi","2023-09-19 10:15:49.921129",Active,Gurgaon-GT,NCR,Gurgaon,28.4960208,77.1028141
"G3076* M G mart","2023-09-19 10:44:50.350008",Active,Gurgaon-GT,NCR,Gurgaon,28.393064003386723,76.94522296239262
"D4703* DEL-KAROL BAGH MAIN","2023-09-19 12:40:02.655688",Active,NCR-ON-MT,NCR,Delhi,28.4459708,77.0434453
"D4704* DEL-SHAKTI NAGAR","2023-09-19 12:41:49.357126",Active,NCR-ON-MT,NCR,Delhi,28.459008,77.0441216
"D4705* DEL-WAZIRPUR","2023-09-19 12:43:37.198899",Active,NCR-ON-MT,NCR,Delhi,28.459008,77.0441216
"D4706* Radhe Radhe Store","2023-09-19 17:51:10.814390",Active,Delhi-GT,NCR,Delhi,28.6690199,77.1269036
"D4707* Gupta store","2023-09-19 17:53:18.684481",Active,Delhi-GT,NCR,Delhi,28.6707368,77.1234335
"D4709* Green chick chop  ganesh nagar","2023-09-19 17:58:12.275630",Active,Delhi-GT,NCR,Delhi,28.6366299,77.0906354
"N4908* New Garhwal Paneer bhandar","2023-09-20 06:51:08.946930",Active,Noida-GT,NCR,Noida,28.5902271,77.4454845
"F3233* RADHEY KRISHNA","2023-09-20 07:15:48.322468",Active,Gurgaon-GT,NCR,Faridabad,28.4714064,77.2955216
"D4711* Grocery Store","2023-09-20 07:33:44.137582",Active,Delhi-GT,NCR,Delhi,28.7546617,77.1037571
"D4712* V4M the super market","2023-09-20 07:35:52.366046",Active,Delhi-GT,NCR,Delhi,28.7403398,77.1337312
"N4910* Ca farm fresh","2023-09-20 07:57:28.143025",Active,Noida-GT,NCR,Noida,28.513099,77.5259505
"D4713* Reliance Retail Limited (Bijwasan Road Najafgarh)","2023-09-20 08:53:54.036877",Active,NCR-OF-MT,NCR,Delhi,28.6430214,77.2233796
"N4911* Uttarkhand Grocery mart","2023-09-20 10:30:39.533014",Active,Noida-GT,NCR,Noida,28.5794964,77.4370555
"G3080* Darsh retail store","2023-09-20 10:32:46.394966",Active,Gurgaon-GT,NCR,Gurgaon,28.480198805709676,77.02044034849834
"D4714* Sachdeva store","2023-09-20 11:27:00.965628",Active,Delhi-GT,NCR,Delhi,28.6489,77.1114238
"D4715* Chilly kart egg supplier","2023-09-20 13:35:01.694740",Active,Delhi-GT,NCR,Delhi,28.446288923728805,77.04391687499998
"D4717* Hariyana dairy","2023-09-22 08:06:53.068192",Active,Delhi-GT,NCR,Delhi,28.732231,77.114792
"N4913* Fresh Mart","2023-09-22 08:48:02.724456",Active,Noida-GT,NCR,Noida,28.4991508,77.519042
"N4914* Jain shree Grocery","2023-09-22 08:49:56.218763",Active,Noida-GT,NCR,Noida,28.4991829,77.5190748
"G3081* Haryana kisan mandi","2023-09-22 08:50:42.881263",Active,Gurgaon-GT,NCR,Gurgaon,28.45546,77.0631872
"F3234* KIRANA MART","2023-09-22 08:51:09.818726",Active,Gurgaon-GT,NCR,Faridabad,28.369842,77.3297831
"G3082* Ever fresh","2023-09-22 09:09:19.070123",Active,Gurgaon-GT,NCR,Gurgaon,28.4560512,77.0680256
"D4720* Lakshay Eggs & Cold drinks ","2023-09-22 10:05:36.578003",Active,Delhi-GT,NCR,Delhi,28.6467046,77.2786792
"N4915* S.v mini mart","2023-09-22 11:31:34.512833",Active,Noida-GT,NCR,Noida,28.5993865,77.4457041
"D4722* Shubh enterprises","2023-09-23 03:36:37.530156",Active,Delhi-GT,NCR,Delhi,28.7340065,77.1153879
"D4723* The Taste","2023-09-23 05:03:32.276065",Active,Delhi-GT,NCR,Delhi,28.5739025,77.2306742
"N4916* A-1 Mart","2023-09-23 07:11:33.545188",Active,Noida-GT,NCR,Noida,28.5633595,77.3935069
"D4724* Mother dairy","2023-09-23 08:15:11.961311",Active,Delhi-GT,NCR,Delhi,28.593697,77.0646527
"G3083* PYD RETAIL PRIVATE LIMITED Malibu town Sector 47_1386914_Instamart","2023-09-23 08:53:33.706906",Active,NCR-ON-MT,NCR,Gurgaon,28.3980481,77.0436193
"D4725* PYD RETAIL PRIVATE LIMITED East Of Kailash_1386948_Instamart","2023-09-23 09:00:15.407604",Active,NCR-ON-MT,NCR,Delhi,28.4950528,77.1817472
"D4730* Shri shyam store","2023-09-23 09:28:18.935191",Active,Delhi-GT,NCR,Delhi,28.5891526,77.0610721
"D4731* Anmol Departmental Store","2023-09-23 09:44:19.493146",Active,Delhi-GT,NCR,Delhi,28.5918057,77.0585249
"D4732* Annapurna General Store","2023-09-23 10:16:53.240542",Active,Delhi-GT,NCR,Delhi,28.5864536,77.0702114
"D4733* Annapurna aata chaki","2023-09-23 10:31:27.620758",Active,Delhi-GT,NCR,Delhi,28.5831376,77.0714968
"N4917* Guru kirpa","2023-09-23 11:14:06.059618",Active,Noida-GT,NCR,Noida,28.4982804,77.5198788
